"dept_code","activity_code","vs_type","pa_last_year_5","pa_last_year_4","pa_last_year_3","pa_last_year_2","pa_last_year"
"INAC","BWR06","V",18839582.83,17449101.01,14125811.95,17134938.37,14059132.12
"INAC","BWR07","S",318127.41,321218.89,320483.98,377415.88,415113.60
"INAC","BWR07","V",12008099.35,11541572.26,14502130.20,20423119.58,23431960.88
"INAC","BWR08","S",1860146.38,1789743.79,1810158.05,2134824.91,2144344.27
"INAC","BWR08","V",199758936.58,231266313.92,267165301.34,442796862.65,565497559.95
"INAC","BWR09","S",,-4206.01,36887.67,29476.97,
"INAC","BWR09","V",2275557.38,1334243.92,4114730.04,213833.75,
"INAC","BWR10","S",25204099.33,193113.61,198016.83,230561.86,237643.84
"INAC","BWR10","V",128072153.81,147938327.71,209303082.91,191358565.67,198049096.00
"INAC","BWR11","S",90788914.79,796491.29,945803.73,906577.50,1264994.98
"INAC","BWR11","V",210361973.36,179586748.94,167966757.92,184076690.76,131601301.71
"INAC","ISS01","S",3775032.69,3672670.83,4217136.95,4489253.32,4196032.66
"INAC","ISS01","V",30767018.29,29520876.12,54735141.78,31982925.11,30356439.56
"INAC","ISS02","S",115024.42,134156.19,127197.39,177642.30,139476.19
"INAC","ISS02","V",6628665.03,7419974.42,7508779.52,14984859.15,13155103.51
"INAC","ISS03","S",989884.16,955744.82,850393.97,1039006.19,599113.20
"INAC","ISS03","V",73890709.46,62120049.44,69035820.40,67560394.07,61627602.29
"INAC","ISS04","S",4136583.21,4136928.75,4595852.00,5385099.58,1832899.21
"INAC","ISS04","V",9079496.08,9119094.32,10054606.79,13815328.14,13903342.86
"INAC","ISS05","S",838297.43,900382.64,969856.97,1406885.99,1236901.47
"INAC","ISS05","V",14550236.86,15366725.57,15603219.46,17984913.38,18430132.50
"INAC","ISS06","S",57477.79,65060.12,45834.39,70926.22,70555.18
"INAC","ISS06","V",579555.84,547325.29,6636270.24,1184062.98,5785176.04
"INAC","ISS07","S",46070.52,44292.88,59287.91,72142.61,53800.44
"INAC","ISS07","V",20255776.07,20726715.65,960001.47,24487618.38,17280883.15
"INAC","ISS08","S",,14.99,,52.91,391.55
"INAC","ISS08","V",0.00,110.96,3723347.82,679512.28,1360867.20
"INAC","ISS09","S",167883.54,157673.72,199478.58,238467.36,195378.09
"INAC","ISS09","V",12257351.81,10370034.75,4968007.33,9117921.70,7809987.33
"INAC","ISS0Z","S",0.12,,,112.06,
"INAC","ISS0Z","V",0.80,-0.00,,796.76,
"INDSC","BXL01","S",7030953.58,6816807.51,7043843.24,,
"INDSC","BXL01","V",1543437221.92,1748930537.59,1946559269.70,,
"INDSC","BXL02","S",78677566.02,13080632.42,13088478.81,,
"INDSC","BXL02","V",345499879.26,414916941.82,386109641.69,,
"INDSC","BXL03","S",964651.65,845547.04,919717.99,,
"INDSC","BXL03","V",19441297.32,21557011.08,21595492.09,,
"INDSC","BXL04","S",4442959.16,4518397.68,7420068.71,,
"INDSC","BXL04","V",43469409.66,45974675.22,52977410.58,,
"INDSC","BXM01","S",2061643.63,2438534.00,3894154.24,,
"INDSC","BXM01","V",580018689.65,656055136.52,1035885415.35,,
"INDSC","BXM02","S",27204198.66,2081429.23,2154013.56,,
"INDSC","BXM02","V",476727248.98,621253795.82,667273210.22,,
"INDSC","BXM03","S",4255732.15,1253495.13,1111108.11,,
"INDSC","BXM03","V",89296009.89,86568616.99,81847119.62,,
"INDSC","BXM04","S",33067591.99,1174350.28,1126320.07,,
"INDSC","BXM04","V",177865459.50,202457893.58,256828550.46,,
"INDSC","BXM05","S",1832099.92,1483981.39,1312935.91,,
"INDSC","BXM05","V",150929156.81,250873744.31,212198711.80,,
"INDSC","BXM06","S",107692.83,121293.24,115401.89,,
"INDSC","BXM06","V",2722434.90,4187858.83,7557201.86,,
"INDSC","BXM07","S",2759082.94,2295334.62,2321863.95,,
"INDSC","BXM07","V",43295775.86,46082979.41,46615587.93,,
"INDSC","BXM08","S",95220953.18,4408372.31,4199834.56,,
"INDSC","BXM08","V",273504231.06,420408566.94,187908281.85,,
"INDSC","BXM09","S",236218374.97,4299540.31,4186115.01,,
"INDSC","BXM09","V",2206720342.35,2649393447.19,3011311747.91,,
"INDSC","BXM10","S",260816671.50,767408.83,867687.56,,
"INDSC","BXM10","V",958393540.37,1300588150.79,1316808242.90,,
"INDSC","BXM11","S",5670668.42,268868.07,324457.88,,
"INDSC","BXM11","V",116323885.42,180918027.58,142996633.27,,
"INDSC","BXM12","S",1935520.44,2901450.08,4531598.43,,
"INDSC","BXM12","V",1519001204.65,1789669533.49,3284606707.04,,
"INDSC","BXM13","S",10926935.79,210527.26,234316.73,,
"INDSC","BXM13","V",55578427.32,68963510.02,131064227.98,,
"INDSC","BXM14","S",260476864.59,370867.49,405979.27,,
"INDSC","BXM14","V",208034655.87,370458484.80,260580936.09,,
"INDSC","BXP01","S",93682223.83,1139942.02,1288246.38,,
"INDSC","BXP01","V",242057913.76,323702912.22,367672185.29,,
"INDSC","BXP02","S",6264642.43,1115861.75,633553.94,,
"INDSC","BXP02","V",42952635.64,32722529.59,32581490.38,,
"INDSC","BXP03","S",5058621.17,871363.11,910059.89,,
"INDSC","BXP03","V",187465004.03,197144681.71,215114640.25,,
"INDSC","BXP04","S",4528470.23,4431613.29,5861268.92,,
"INDSC","BXP04","V",406355340.74,410775683.52,432965062.08,,
"INDSC","BXP05","S",2337208.75,1927402.18,2103313.89,,
"INDSC","BXP05","V",791177733.61,1015524636.29,3145292230.30,,
"INDSC","BXP06","S",25800553.48,744071.49,924954.43,,
"INDSC","BXP06","V",339360419.62,374788535.10,541195591.04,,
"INDSC","BXP07","S",982333.35,631217.12,621486.54,,
"INDSC","BXP07","V",370318749.61,427816501.76,667351828.71,,
"INDSC","BXP08","S",70381152.03,62937417.30,33886498.87,,
"INDSC","BXP08","V",421439157.99,789375876.07,818570813.29,,
"INDSC","BXP09","S",425286686.66,462828.49,529688.02,,
"INDSC","BXP09","V",364744881.22,667491964.42,490874011.36,,
"INDSC","BXP10","S",16480931.38,495622.49,740605.33,,
"INDSC","BXP10","V",301770800.72,115704875.81,99895344.41,,
"INDSC","BXP11","S",58861191.20,1718712.30,1873050.29,,
"INDSC","BXP11","V",181723590.82,626965339.16,188307992.48,,
"INDSC","BXP12","S",7995771.90,6514815.78,6330904.52,,
"INDSC","BXP12","V",266987061.35,260533521.87,361487665.55,,
"INDSC","BXP13","S",256323.07,244654.65,201247.79,,
"INDSC","BXP13","V",3004941.25,1877967.21,1488218.16,,
"INDSC","BXQ01","S",,143936.27,248613.70,,
"INDSC","BXQ01","V",795706084.61,911939973.95,1132858584.90,,
"INDSC","BXQ02","V",268518631.90,333411914.35,,,
"INDSC","BXQ03","V",546687607.00,574172395.00,602953595.00,,
"INDSC","BYP01","S",,,,12561672.67,11501451.39
"INDSC","BYP01","V",,,,1317834485.83,1343907963.17
"INDSC","BYP02","S",,,,1934156.14,4916681.97
"INDSC","BYP02","V",,,,411174249.48,412115860.45
"INDSC","BYP03","S",,,,18073865.42,16568408.13
"INDSC","BYP03","V",,,,517046599.32,531172321.98
"INDSC","BYP04","S",,,,1200651.61,2894764.56
"INDSC","BYP04","V",,,,874780557.86,1027448204.00
"INDSC","BYP05","S",,,,8578371.68,13017677.73
"INDSC","BYP05","V",,,,2163337088.23,2396533195.64
"INDSC","BYP06","S",,,,6166040.76,798937.32
"INDSC","BYP06","V",,,,1817648724.97,2345431357.87
"INDSC","BYP07","S",,,,505232.30,1856662.26
"INDSC","BYP07","V",,,,165814152.53,188959896.10
"INDSC","BYP08","S",,,,5458777.36,576985.49
"INDSC","BYP08","V",,,,27327724941.28,4585713115.53
"INDSC","BYP09","S",,,,1068220.28,
"INDSC","BYP09","V",,,,1570998620.14,1391651934.13
"INDSC","BYP10","S",,,,445430.76,8088060.75
"INDSC","BYP10","V",,,,282918865.40,340591497.08
"INDSC","BYP11","S",,,,4732062.04,6654890.47
"INDSC","BYP11","V",,,,3098112352.22,3258295303.66
"INDSC","BYP12","S",,,,310720.79,408767.33
"INDSC","BYP12","V",,,,583453812.94,605111880.46
"INDSC","BYP13","S",,,,40945040.99,41115827.70
"INDSC","BYP13","V",,,,3845957875.92,5617276600.49
"INDSC","BYP14","S",,,,5347306.53,4324463.57
"INDSC","BYP14","V",,,,318630669.12,314906472.96
"INDSC","BYP15","S",,,,1062147.25,96462.14
"INDSC","BYP15","V",,,,594126305.80,678635106.30
"INDSC","BYP16","S",,,,3303526.05,5602619.12
"INDSC","BYP16","V",,,,334306535.18,195078056.63
"INDSC","BYP17","S",,,,791910.73,1606414.23
"INDSC","BYP17","V",,,,111792952.98,117653658.92
"INDSC","BYP18","S",,,,17147889.43,14939495.46
"INDSC","BYP18","V",,,,674738448.05,676510072.60
"INDSC","ISS01","S",6095795.44,5208506.47,4613821.02,5585225.88,5997614.87
"INDSC","ISS01","V",30128624.69,46664001.28,53250357.97,55907365.80,56742682.64
"INDSC","ISS02","S",3122750.66,3138865.44,3282106.62,4196162.36,5440929.11
"INDSC","ISS02","V",20779660.18,19798412.67,20782183.04,20603109.87,20016675.29
"INDSC","ISS03","S",225240.00,224932.50,38430.47,299991.49,6363296.80
"INDSC","ISS03","V",17228405.20,27198387.39,32188911.63,32785336.84,37851693.33
"INDSC","ISS04","S",14997.70,304.64,,366305.41,4237590.57
"INDSC","ISS04","V",31008431.30,30008937.01,33180239.09,36731309.37,28199789.05
"INDSC","ISS05","S",4660027.09,4492604.42,4788752.44,5781648.71,978491.11
"INDSC","ISS05","V",34773956.90,30265588.56,30217236.73,34086740.96,43360265.95
"INDSC","ISS06","S",1340691.95,1282273.39,1409453.39,1947617.36,3174721.64
"INDSC","ISS06","V",-4075392.42,11568258.51,11624774.17,17368437.85,15553610.01
"INDSC","ISS07","S",3782426.08,4311130.25,4830816.03,6033219.64,4771165.80
"INDSC","ISS07","V",80166869.66,63946146.77,69628483.17,87152234.79,58711869.60
"INDSC","ISS08","S",398783.43,436293.35,438942.72,628874.98,1932.56
"INDSC","ISS08","V",4754321.59,3813350.01,4528503.74,5776747.59,5863815.87
"INDSC","ISS09","S",567149.51,474468.84,504052.91,986155.25,670709.37
"INDSC","ISS09","V",21613415.36,19587086.18,16861268.30,16686177.55,18701782.90
"INDSC","ISS0Z","S",556402.38,582483.16,642178.56,719792.97,
"INDSC","ISS0Z","V",3987263.69,2883045.47,2806735.53,3568896.25,4140177.84
"INVIC","BCZ01","V",3282829.94,2752875.10,2932444.61,2922964.40,4009317.30
"INVIC","BCZ02","V",15202899.13,22675648.93,19645930.87,21605138.25,18548550.90
"INVIC","BCZ03","V",3884779.19,3543829.09,4158295.71,3587912.28,2992525.87
"INVIC","ISS00","V",7251598.42,5514688.11,6287452.08,6155728.34,7193159.84
"IPC","BRF01","S",1237883.74,1327388.65,1405505.61,1529903.60,1543048.89
"IPC","BRF01","V",8970335.04,10304359.42,9744023.30,10869693.90,11314684.46
"IPC","BRG01","S",1138925.10,1085581.30,1121850.92,1218832.74,1499314.74
"IPC","BRG01","V",10633702.16,10149202.86,9859651.33,11153118.81,11551415.22
"IPC","BRG02","S",1248182.54,1189418.38,1293328.49,1405134.18,1411249.68
"IPC","BRG02","V",9982875.37,10147535.87,9949294.08,11466137.20,12443447.46
"IPC","ISS10","S",923721.40,888000.68,863907.70,939593.31,1048270.32
"IPC","ISS10","V",7883428.82,7284642.15,7734585.97,8413975.20,8896462.53
"IPC","ISS20","S",390910.64,420051.18,443843.86,507943.99,514349.51
"IPC","ISS20","V",5534260.12,5846254.38,4929701.69,5256631.62,4794886.85
"IRB","BGC01","S",11796466.36,12165877.96,14736568.00,18983473.41,20775403.26
"IRB","BGC01","V",85873951.56,113395330.09,119386379.73,144714029.58,157424693.07
"IRB","BGC02","S",3757944.17,3705734.22,4348988.83,4745839.68,9091349.46
"IRB","BGC02","V",30754215.92,33531214.12,42531540.58,45905238.55,42293403.25
"IRB","BGC03","S",1343898.43,1297699.30,1450503.39,1825322.62,2229573.37
"IRB","BGC03","V",10828528.25,12684829.50,15340627.77,18269522.42,19246013.22
"IRB","BGC04","S",1567875.13,1324446.82,1443594.21,1825302.58,5241369.25
"IRB","BGC04","V",12379305.05,11720220.04,12852854.66,16834903.52,16976414.03
"IRB","ISS00","S",6421103.41,7461407.66,6961335.10,9127881.75,1249641.70
"IRB","ISS00","V",80035700.54,66965299.42,66425516.80,79025000.31,78347170.03
"ISC","BNN01","S",14026964.13,,,,
"ISC","BNN01","V",198342488.25,,,,
"ISC","BNN02","S",411956.97,644070.49,718700.99,892472.44,842043.03
"ISC","BNN02","V",41689658.18,80401243.23,140757901.59,137546850.95,155426810.37
"ISC","BNN03","S",4948089.99,1946309.07,2317884.10,2481617.61,2183195.63
"ISC","BNN03","V",144126393.62,483370563.72,335215590.40,369316371.93,321806671.43
"ISC","BNN04","S",3792960.12,350985.02,,,
"ISC","BNN04","V",137277710.80,43348023.17,,,
"ISC","BNN05","S",247107.42,,,,
"ISC","BNN05","V",6616497.63,,,,
"ISC","BNO01","S",22340325.16,27350841.52,11435876.75,17978907.50,7836637.23
"ISC","BNO01","V",549396555.17,545588844.68,710063683.43,650642539.44,1022071295.12
"ISC","BNO02","S",672388.11,,,,
"ISC","BNO02","V",7005868.06,,,,
"ISC","BNO03","S",454344.97,,,,
"ISC","BNO03","V",236717620.31,,,,
"ISC","BNO04","S",304311.02,,,,
"ISC","BNO04","V",2496304.00,,,,
"ISC","BNP01","S",3424336.93,8727923.05,11136765.52,13070036.70,13226647.19
"ISC","BNP01","V",724809098.81,1030911239.99,1418179139.07,2088791701.67,2332297182.02
"ISC","BNP02","S",87262612.15,83136521.31,61624432.98,90349663.90,70050994.38
"ISC","BNP02","V",9597858.47,10426873.71,6860913.91,7512881.70,7878020.74
"ISC","BNP03","S",2843677.38,,,,
"ISC","BNP03","V",27717862.94,,,,
"ISC","BNP04","S",762987.21,683088.85,729433.70,827027.26,800620.78
"ISC","BNP04","V",8223796.55,7715333.59,8190359.17,8432874.15,8603496.60
"ISC","BNP05","S",901911.88,844341.16,820794.98,1026870.53,1008926.79
"ISC","BNP05","V",8357218.47,10981963.43,9024356.72,8610475.53,8373873.95
"ISC","BNP06","S",8465565.03,11206267.86,11800715.94,12940852.73,12949957.91
"ISC","BNP06","V",74109915.04,112427226.12,113572121.89,121667577.67,117603409.09
"ISC","BNP07","S",344554.28,342674.99,502249.27,495204.75,447498.36
"ISC","BNP07","V",178438244.54,102921898.86,152991594.07,142778227.15,88211762.76
"ISC","BNP08","S",2664416.08,,,,
"ISC","BNP08","V",25940679.91,,,,
"ISC","BNP09","S",692263.29,,,,
"ISC","BNP09","V",4918056.30,,,,
"ISC","BNP10","S",5088632.42,,,,
"ISC","BNP10","V",1100793.11,,,,
"ISC","BNP11","S",14310222.65,17364408.71,14898583.14,36287403.83,679330.35
"ISC","BNP11","V",22452814.84,12846752.47,3979326.03,4263087.52,9946334.57
"ISC","BNP12","S",5215785.18,5059602.42,5723613.89,6311768.87,8370596.64
"ISC","BNP12","V",34623051.12,38703005.49,49722099.47,61491676.05,61701694.77
"ISC","BNP13","S",1065475.43,,,,
"ISC","BNP13","V",1800426.18,,,,
"ISC","BNP14","S",253329.79,,,,
"ISC","BNP14","V",2052907.71,,,,
"ISC","BNP15","S",3754901.27,,,,
"ISC","BNP15","V",28985874.33,,,,
"ISC","BNP16","S",420567.36,399415.37,501872.74,563783.03,516952.23
"ISC","BNP16","V",3965661.61,2913000.26,15499633.68,14692713.04,16327157.21
"ISC","BNP17","S",,408826.38,532508.67,551857.14,505566.66
"ISC","BNP17","V",,194500008.64,261525869.39,224822779.13,261035105.47
"ISC","BNP18","S",,10664554.76,11348926.15,12880210.77,13892803.03
"ISC","BNP18","V",,45048600.68,53766082.91,57277903.83,65516625.28
"ISC","ISS01","S",5412725.63,5935542.62,6878468.99,8013118.15,7670647.63
"ISC","ISS01","V",39931011.11,45698342.01,55720631.78,60160945.78,57390404.28
"ISC","ISS02","S",2946716.74,2904055.79,3207896.86,3533332.38,3291873.41
"ISC","ISS02","V",21040329.73,21528080.33,23809153.50,26065777.57,25052312.66
"ISC","ISS03","S",71322.22,73325.97,66062.98,88731.83,121130.61
"ISC","ISS03","V",4925495.41,5171472.30,4788856.59,8504603.15,5407151.13
"ISC","ISS04","S",3406996.90,3690807.55,4191651.23,4740804.66,4034094.17
"ISC","ISS04","V",22149286.66,24959713.02,28630496.06,31598022.45,26761277.25
"ISC","ISS05","S",2880387.64,2772429.52,3190849.14,3534507.11,2748334.21
"ISC","ISS05","V",20792970.97,20726462.99,24106965.61,24402837.33,19505853.23
"ISC","ISS06","S",675654.65,666291.17,858107.09,671148.87,394306.31
"ISC","ISS06","V",5511769.07,5880622.87,7345888.12,4808028.13,-9544755.95
"ISC","ISS07","S",5099211.44,5151498.21,5141033.48,6353029.10,6575199.08
"ISC","ISS07","V",37406649.10,40283464.84,40697040.89,48421358.28,56599137.61
"ISC","ISS08","S",749633.00,671884.15,809996.86,947293.90,810584.54
"ISC","ISS08","V",8801328.75,11535747.79,15138345.92,16804327.08,21929070.31
"ISC","ISS09","S",245884.35,245029.75,210861.06,193062.67,114528.60
"ISC","ISS09","V",1736397.66,1772203.42,1569519.99,1330966.35,836451.92
"ISC","ISS0Z","S",504361.45,480398.95,460686.15,470535.56,489995.55
"ISC","ISS0Z","V",3456338.84,3481962.05,3408379.33,3098742.26,3161081.73
"JCCB","BTN00","V",232073140.98,235144061.83,205277430.05,156303193.52,189641989.81
"JUS","BNX01","S",33507823.65,33527803.05,35028638.91,40973625.55,48592780.42
"JUS","BNX01","V",80687254.32,68012373.46,46391307.71,59144151.63,120116324.02
"JUS","BNX02","S",3989840.29,4097716.81,4357850.16,4818004.23,5796380.20
"JUS","BNX02","V",7326366.96,7255658.28,12846615.55,16701813.66,24379101.18
"JUS","BNX03","S",27748622.09,28049642.99,31140662.73,31749412.36,44434777.54
"JUS","BNX03","V",74846357.40,81225062.00,74882588.68,73265238.97,185451474.33
"JUS","BNY01","S",4673324.73,4766381.86,5629273.65,6259287.52,6665216.63
"JUS","BNY01","V",37137805.96,39748532.19,47339704.24,54322411.13,58405167.69
"JUS","BNY02","S",205045.32,162879.95,147411.43,154423.20,173767.29
"JUS","BNY02","V",201958698.35,215416571.58,242482470.41,298221616.49,327822644.17
"JUS","BNY03","S",34174.22,77153.67,73705.71,113243.70,136531.44
"JUS","BNY03","V",5058691.15,5128304.15,6384430.82,6148457.05,7046018.22
"JUS","BNY04","S",25630.67,25717.89,27639.65,20589.76,24823.90
"JUS","BNY04","V",3921024.00,6059124.54,6924009.93,10295853.19,10285361.71
"JUS","BNY05","S",119609.78,85726.29,73705.71,92653.92,86883.65
"JUS","BNY05","V",26363696.02,28960868.07,31534708.58,36039959.51,43289904.63
"JUS","BNY06","S",76892.00,68581.03,64492.50,61769.28,49647.79
"JUS","BNY06","V",156870314.18,201099849.90,202078992.87,202065919.72,201739545.63
"JUS","BNY07","S",8543.56,8572.63,9213.22,20589.76,12411.97
"JUS","BNY07","V",15933621.45,17107818.62,21336909.01,22196602.33,22293277.45
"JUS","BNY08","S",281937.32,274324.14,257969.99,277961.78,235827.03
"JUS","BNY08","V",22966991.48,33317612.97,50113830.76,59447111.05,60815136.18
"JUS","BNY09","S",51261.33,94298.92,110558.57,113243.70,99295.58
"JUS","BNY09","V",20445724.98,28791387.94,47069861.22,53081286.88,50699882.92
"JUS","BNY10","S",153783.99,128589.44,128984.99,205897.61,235827.03
"JUS","BNY10","V",1312085.18,1147199.21,1055790.49,1551638.00,1850086.25
"JUS","ISS01","S",3609144.84,3708349.64,4183066.93,4738046.08,4943178.48
"JUS","ISS01","V",22844912.23,23388021.60,26005630.38,30271080.83,32270705.65
"JUS","ISS02","S",999595.97,917271.33,884468.53,1101552.25,1042603.71
"JUS","ISS02","V",7552669.97,7390040.95,7162732.81,8571721.74,8240293.80
"JUS","ISS04","S",2682676.35,2528925.64,2763964.14,3428195.31,3276754.55
"JUS","ISS04","V",11733714.21,10552363.67,13221171.99,17546749.62,18043152.66
"JUS","ISS05","S",2226262.56,2168875.21,2155892.04,2439886.75,2345858.38
"JUS","ISS05","V",9467300.82,8825933.12,9513817.41,10826252.33,11020126.76
"JUS","ISS06","S",1358425.29,1337330.18,1308276.36,1739834.86,1675613.11
"JUS","ISS06","V",8771439.10,8246804.94,9019988.63,8547524.94,7943703.29
"JUS","ISS07","S",2691219.90,2743241.35,2754750.92,3366426.01,3053339.47
"JUS","ISS07","V",18530053.48,19014211.18,24398350.60,29918497.62,26887790.56
"JUS","ISS08","S",888529.74,805827.15,856828.88,1111847.13,1067427.61
"JUS","ISS08","V",12582731.12,9937952.13,10134965.44,7814061.32,6812951.31
"JUS","ISS0Z","S",241019.55,241268.10,268146.27,258296.92,274609.97
"JUS","ISS0Z","V",968329.00,973434.99,1199193.53,963492.77,1304920.72
"LAC","BSI01","S",1054176.78,970088.94,977061.06,1329673.87,1594635.27
"LAC","BSI01","V",7214428.86,6827486.85,6715207.04,11174644.91,12996145.09
"LAC","BSI02","S",1397743.24,1260997.41,1144675.24,1315451.87,1412133.31
"LAC","BSI02","V",10271230.69,9317497.30,8370684.23,9692453.22,10189936.27
"LAC","BSI03","S",1074034.36,905559.92,841106.01,1055547.27,1038052.73
"LAC","BSI03","V",7597281.12,6626987.67,5859267.58,7886850.96,7309833.88
"LAC","BSI04","S",1485218.80,1289362.24,1328772.23,1834039.30,1901658.17
"LAC","BSI04","V",28083010.68,39355606.26,82761683.02,50703844.86,45155357.14
"LAC","BSJ01","S",2707276.57,2110497.17,2813409.78,1932598.86,1958336.24
"LAC","BSJ01","V",22887174.94,21506834.03,37553191.94,45233088.13,45560414.68
"LAC","BSJ02","S",732882.10,695560.81,889886.98,919489.31,982179.00
"LAC","BSJ02","V",6177169.64,6023974.26,8641484.82,9851601.36,9756389.97
"LAC","BSJ03","S",,,,3052448.81,3135039.24
"LAC","BSJ03","V",,,,22422510.08,22128450.26
"LAC","ISS00","S",4024539.53,3491782.84,3854714.30,4575554.74,4820888.37
"LAC","ISS00","V",35673038.69,31421037.57,38749770.95,43899185.87,42433714.24
"LCC","BYO01","S",,,,94418.18,153744.91
"LCC","BYO01","V",,,,757883.49,1379356.04
"LCC","ISS00","S",,,,50261.85,72151.22
"LCC","ISS00","V",,,,883583.35,2434977.19
"LDC","BXK01","S",15227.91,65142.59,51814.69,48834.03,52568.83
"LDC","BXK01","V",315519.59,3141252.94,647549.06,594813.11,616660.49
"LP","BSV00","S",3986209.38,3930386.53,4205939.31,4977056.93,5110336.13
"LP","BSV00","V",32531488.53,33154931.68,34494085.67,40619681.05,40712718.15
"LP","ISS00","S",1081281.54,1191145.01,1335006.88,1477186.13,1526464.03
"LP","ISS00","V",10876362.29,11914483.06,12318853.76,14202389.93,14729915.61
"MPCC","BVJ01","S",280394.39,263140.10,260800.88,331933.09,355559.08
"MPCC","BVJ01","V",2600304.32,2551982.13,2389840.19,2990048.10,3094368.88
"MPCC","ISS00","S",186929.59,175426.76,173867.05,221288.73,237039.43
"MPCC","ISS00","V",1879046.93,1784268.00,1833984.55,2091011.78,2089700.43
"NAC","BSK00","S",18200000.00,,,,
"NAC","BSK00","V",41038129.00,59920409.00,66219277.00,66359661.00,59524537.00
"NBC","BFO01","V",2420625.70,2671222.58,2979468.96,9974557.19,8907504.93
"NBC","BFY01","S",784073.38,,135483.45,,91875.65
"NBC","BFY01","V",331465.00,1565575.76,1750051.03,2808418.89,2967834.04
"NBC","ISS00","S",2079491.34,2349320.48,2884381.25,3294923.96,3608656.70
"NBC","ISS00","V",3800506.10,6615411.86,6110730.73,4066128.53,3352508.42
"NCC","BSN00","V",153713387.00,191713677.00,194228432.00,96902029.00,150820480.00
"ND","BUN01","S",,,,,133844.71
"ND","BUN01","V",3927045.58,5422834.17,9413076.94,7044139.59,16496331.16
"ND","BUN02","S",7913649.41,2473793.36,2380507.29,9159297.60,2744790.35
"ND","BUN02","V",12693879.37,11522938.20,11295479.53,13671429.31,14773753.14
"ND","BUN03","S",6312637.57,1981971.17,2247862.27,8170716.75,6701672.07
"ND","BUN03","V",305992619.71,298107649.93,348945002.60,519646635.29,976248320.50
"ND","BUN04","S",57862897.91,16542661.59,20079966.00,65005400.27,11867648.51
"ND","BUN04","V",303980023.74,332699010.62,1356802047.07,1156652366.41,1552468420.70
"ND","BUN05","S",26351340.05,8776680.60,11049552.50,33614094.10,15658964.51
"ND","BUN05","V",51351508.35,47773360.84,56566099.92,52472656.88,79012970.98
"ND","BUN06","S",69417046.13,21133247.69,20317112.22,80724036.30,29859278.11
"ND","BUN06","V",156895267.56,134023274.24,133476003.62,152056815.55,164262007.45
"ND","BUN07","S",,,49417.55,11938181.12,2682080.06
"ND","BUN07","V",26159767.88,35045016.89,47121751.84,80390026.60,107837696.69
"ND","BUO01","S",21284296.00,6930217.31,22618330.83,25336376.84,8612052.01
"ND","BUO01","V",123511596.59,134221736.97,212842956.58,166005439.64,169399436.07
"ND","BUO02","S",333923320.46,160337978.38,181814401.69,505640939.22,162541577.76
"ND","BUO02","V",1125821100.87,1156256540.07,1302717693.33,1222978539.00,1200201627.14
"ND","BUO03","S",1107078445.51,350287536.44,317477017.63,1087505696.45,316186519.17
"ND","BUO03","V",2098375311.86,2042207296.54,2000674526.02,2153072318.78,2144082809.61
"ND","BUO04","S",638365522.96,200356378.18,198951039.56,731971756.83,217627224.70
"ND","BUO04","V",1529774080.75,1549388587.14,1689090474.08,1777690397.00,1843621097.08
"ND","BUO05","S",127782594.25,41831364.91,39907417.71,163872177.84,32242964.75
"ND","BUO05","V",332904172.95,340723842.88,398254790.68,426468196.70,314550377.05
"ND","BUO06","S",41885054.85,15101787.84,14226971.29,54324362.70,34988187.53
"ND","BUO06","V",101611610.42,100129370.26,118211101.67,130937378.25,231845956.91
"ND","BUO07","S",52466349.57,18801067.97,19085783.47,51405310.97,29764094.49
"ND","BUO07","V",160014464.12,155446723.28,167004351.21,168488124.10,216231234.98
"ND","BUO08","S",63982589.50,20275843.11,20504874.05,69120542.48,20651403.77
"ND","BUO08","V",119712985.86,106085248.32,111315041.55,117442046.14,113902237.04
"ND","BUO09","S",52502997.65,19712870.39,17765407.81,60221268.33,18721573.17
"ND","BUO09","V",158072657.22,149947070.02,152360929.77,160922221.22,183088998.25
"ND","BUO10","S",81323955.49,41230792.13,46312189.14,98813333.71,47670129.88
"ND","BUO10","V",3447090968.65,3374010673.83,3763677050.71,4194444799.58,4652290987.57
"ND","BUO11","S",20948.81,28390.93,37934.43,46515.46,29574.76
"ND","BUO11","V",1655095.73,1648245.41,1509325.73,2245265.48,2097048.72
"ND","BUP01","S",34223486.34,10932853.56,18502624.21,41734289.91,13345918.53
"ND","BUP01","V",113450109.80,103799672.62,148990358.63,131153150.82,178161461.76
"ND","BUP02","S",174526462.59,60961013.17,71383001.42,251888815.03,77306045.57
"ND","BUP02","V",434953089.50,408248761.24,465171877.73,533661929.28,496882712.17
"ND","BUP03","S",170149529.69,60498768.10,60612784.29,184197339.49,55014356.91
"ND","BUP03","V",674712901.35,650336388.47,689816736.09,781706568.83,784465221.19
"ND","BUP04","S",374432153.94,149355032.17,157808452.18,831177287.78,212451512.84
"ND","BUP04","V",1399294256.32,1646833981.08,1653155403.64,1690975718.17,1874807842.61
"ND","BUP05","S",79205021.51,27911481.54,36120015.31,180468010.58,31292980.20
"ND","BUP05","V",163416176.63,143683042.68,182642435.64,267927561.45,163666893.93
"ND","BUP06","S",2658020.08,794077.69,1065032.56,2332069.96,26448377.83
"ND","BUP06","V",172853438.45,156435083.53,162660108.82,173536864.14,300145804.42
"ND","BUP07","S",296608.06,281544.86,341649.51,425150.56,484052.79
