"dept_code","vote_num","vs_type","name_en","name_fr","doc","est_last_year_4","est_last_year_3","est_last_year_2","est_last_year","est_in_year"
"HRSD","S",0,"Universal Child Care Benefit (Universal Child Care Benefit Act)","Prestation universelle pour la garde d'enfants (Loi sur la prestation universelle pour la garde d'enfants)","SEC",0,4787068521,100000000,0,0
"HRSD","S",0,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité","ME",49250000,49250000,49250000,49250000,49250000
"HRSD","S",0,"Wage Earner Protection Program payments to eligible applicants owed wages and vacation pay, severance pay and termination pay from employers who are either bankrupt or in receivership as well as payments to trustees and receivers who will provide the necessary information to determine eligibility","Paiements en vertu du Programme de protection des salariés aux personnes admissibles pour les salaires et les indemnités de vacances, les indemnités de départ et les indemnités de cessation d'emploi qui sont dus par les employeurs en faillite ou mis sous séquestre, de même que les paiements aux syndics et aux séquestres qui fourniront les renseignements nécessaires pour déterminer l'admissibilité","SA",-26419285,-25848681,-30278874,0,0
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",188019646,183478242,149205625,138705625,139338189
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",0,0,0,0,1000000
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",2000001,0,0,0,0
"IDRC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",4136,0,0,1246261,0
"IJC",1,1,"Operating and Program","Fonctionnement et Programme","ME",6169457,6172075,6169075,9434410,11267974
"IJC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,963264
"IJC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,250000,0,0
"IJC",1,1,"Operating and Program","Fonctionnement et Programme","VA",544948,343765,308604,417847,431321
"IJC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",577500,588969,602992,615283,617906
"IJC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-88007,-102977,-163877,0,0
"IJC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,25000,0,0
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","ME",1215376476,1069154628,658200538,892342724,613211553
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",93848714,278127454,204799222,19831837,307064237
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",46821056,0,117375502,91888537,0
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",1116055,110333479,-13184525,-43038426,0
"INAC",1,1,"Operating and Program","Fonctionnement et Programme","VA",43940403,28574728,29358572,-9781471,26016689
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","ME",6654152734,6936151589,6652765968,8966692676,2359854884
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",209312269,109462639,981831046,699089958,1376694473
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",79042978,0,520600017,350088546,0
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","SEC",114640722,120354069,105077732,-2849211,0
"INAC",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,-566972,0,-2741174337,25000000
"INAC",5,2,"Capital","Capital","ME",5695536,35946145,41432179,44496010,15091444
"INAC",5,2,"Capital","Capital","SEA",10600001,4501519,13266026,0,2877924
"INAC",5,2,"Capital","Capital","SEB",27516283,0,400273,0,0
"INAC",5,2,"Capital","Capital","SEC",0,100000,0,0,0
"INAC",5,2,"Capital","Capital","VA",2629944,17155182,327480,7519201,7296688
"INAC",7,4,"Debt Forgiveness","Radiation de dettes","SEB",0,0,0,526408,0
"INAC",9,4,"Debt Forgiveness","Radiation de dettes","SEB",0,0,0,100115,0
"INAC","S",0,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations","ME",26730568,26730568,28067096,28067096,0
"INAC","S",0,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations","SA",-228317,0,0,0,0
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",61297786,58711047,52727044,56672427,36439854
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-3722405,-5101177,-9779025,0,39463
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",2540676,115037,6424073,728775,2790524
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",534535,0,5884117,2527997,0
"INAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",78176,2497071,118982,0,0
"INAC","S",0,"Court Awards","Montants adjugés par une cour","SA",5599688,727665,10031934,0,0
"INAC","S",0,"Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act","Subvention au gouvernement du Nunatsiavut pour la mise en oeuvre de l'Accord sur les revendications territoriales des Inuits du Labrador en vertu de la Loi sur l'Accord sur les revendications territoriales des Inuits du Labrador","ME",8994000,0,0,0,0
"INAC","S",0,"Grant to the Nunatsiavut Government for the implementation of the Labrador Inuit Land Claims Agreement pursuant to the Labrador Inuit Land Claims Agreement Act","Subvention au gouvernement du Nunatsiavut pour la mise en oeuvre de l'Accord sur les revendications territoriales des Inuits du Labrador en vertu de la Loi sur l'Accord sur les revendications territoriales des Inuits du Labrador","SA",9363713,0,0,0,0
"INAC","S",0,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts","Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales","ME",75610927,54588925,66317287,62089036,55153567
"INAC","S",0,"Grants to Aboriginal organizations designated to receive claim settlement payments pursuant to Comprehensive Land Settlement Acts","Subventions aux organismes autochtones identifiés pour recevoir des paiements à l'égard des revendications en vertu des Lois sur le règlement des revendications territoriales globales","SA",-6559413,2823445,2919481,0,0
"INAC","S",0,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington","ME",15000,15000,15000,15000,15000
"INAC","S",0,"Grassy Narrows and Islington Bands Mercury Disability Board","Comité chargé des cas d'invalidité dus au mercure dans les bandes indiennes de Grassy Narrows et d'Islington","SA",-15000,-15000,-15000,0,0
"INAC","S",0,"Indian Annuities Treaty payments","Rentes versées aux Indiens - Paiements en vertu de traités","ME",1400000,1400000,1400000,1400000,1400000
"INAC","S",0,"Indian Annuities Treaty payments","Rentes versées aux Indiens - Paiements en vertu de traités","SA",724013,453406,842647,0,0
"INAC","S",0,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique","ME",2000000,2000000,2000000,2000000,0
"INAC","S",0,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique","SA",-1906894,155491,-2000000,0,0
"INAC","S",0,"Payment from the Consolidated Revenue Fund of guaranteed loans issued out of the Indian economic development account (authorized limit $60,000,000)","Paiement sur le Trésor en vertu de prêts garantis émis du Compte d'expansion économique des Indiens (limite autorisée 60 000 000 $)","SA",32490796,32490796,32490796,0,0
"INAC","S",0,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources","ME",2622078,2637866,2543528,2931144,2952146
"INAC","S",0,"Payments to comprehensive claim beneficiaries in compensation for resource royalties","Paiements d'indemnités aux bénéficiaires des revendications territoriales globales pour des redevances sur les ressources","SA",864268,-2129873,-1545858,0,0
"INAC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",3944447,372556,1196122,0,0
"INAC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400,86000
"INAC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,228,0,0,0
"INAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3445197,3051372,2774078,0,0
"INDSC",1,1,"Operating and Program","Fonctionnement et Programme","ME",0,0,0,0,1514225594
"INDSC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,38242640
"INDSC",1,1,"Operating and Program","Fonctionnement et Programme","VA",0,0,0,0,102672614
"INDSC",10,3,"Grants & Contributions","Subventions et Contributions","ME",0,0,0,0,7726188009
"INDSC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,0,0,1182688887
"INDSC",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,0,0,0,225517509
"INDSC",13,3,"Grants & Contributions","Subventions et Contributions","SEC",0,0,0,253685391,0
"INDSC",13,3,"Grants & Contributions","Subventions et Contributions","VA",0,0,0,3256307799,0
"INDSC",3,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,105920875,0
"INDSC",3,1,"Operating and Program","Fonctionnement et Programme","VA",0,0,0,602095779,0
"INDSC",5,2,"Capital","Capital","ME",0,0,0,0,5411792
"INDSC",5,2,"Capital","Capital","SEA",0,0,0,0,2884500
"INDSC",5,2,"Capital","Capital","VA",0,0,0,0,464896
"INDSC",7,2,"Capital","Capital","SEC",0,0,0,1,0
"INDSC",7,2,"Capital","Capital","VA",0,0,0,4380353,0
"INDSC","S",0,"Contributions in connection with First Nations infrastructure","Contributions relatives à l'infrastructure des Premières Nations","ME",0,0,0,0,29403625
"INDSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",0,0,0,0,47897354
"INDSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",0,0,0,0,3552245
"INDSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,0,0,6235021
"INDSC","S",0,"Liabilities in respect of loan guarantees made to Indians for Housing and Economic Development","Obligations relatives aux garanties de prêts accordés aux Indiens pour le logement et le développement économique","ME",0,0,0,0,2000000
"INDSC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",0,0,0,0,86000
"INVIC",1,1,"Operating and Program","Fonctionnement et Programme","ME",0,0,0,0,22203434
"INVIC",1,1,"Operating and Program","Fonctionnement et Programme","VA",0,0,0,0,555165
"INVIC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",0,0,0,0,981490
"IPC",1,1,"Operating and Program","Fonctionnement et Programme","ME",9897674,9927361,9927361,9946659,10127084
"IPC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,3131113,1804207,0
"IPC",1,1,"Operating and Program","Fonctionnement et Programme","VA",728769,149040,515666,734928,3377333
"IPC",5,1,"Operating and Program","Fonctionnement et Programme","ME",21949100,21908457,22036920,22075133,22693992
"IPC",5,1,"Operating and Program","Fonctionnement et Programme","SEB",-66100,0,0,0,0
"IPC",5,1,"Operating and Program","Fonctionnement et Programme","VA",1845093,662619,873703,1804545,987341
"IPC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",3674639,3750848,3845049,3517184,3526663
"IPC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",112910,-297244,-496799,0,0
"IPC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,221308,0,0
"IPC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3063,461,9654,0,0
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","ME",107869316,99542732,100834047,113251545,118949994
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,3226219,1809767
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","SEC",-1045042,1485620,4942848,0,0
"IRB",1,1,"Operating and Program","Fonctionnement et Programme","VA",9174642,6308049,4645022,8254360,34864361
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",13191333,13166759,13668619,13832325,14361361
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-506185,-1417856,-2314566,0,4150029
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,0,420180,264656
"IRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,217200,827587,0,0
"IRB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3955,362,459,0,0
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","ME",297683017,303247705,342868928,356511722,390623885
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,8549955,7933481,1288806,3949485
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",34986954,0,2883103,21854710,0
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,-240490,1752258,148546,0
"ISC",1,1,"Operating and Program","Fonctionnement et Programme","VA",28520344,41498500,19152085,35836519,23398277
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","ME",557723370,645876909,723984677,2038304873,2313338869
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,85011275,587190573,19000000,154693316
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",34588242,0,271750173,163495969,0
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,2063041,0,4520900,0
"ISC",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,917000,0,0,14663157
"ISC",5,2,"Capital","Capital","ME",16840692,16528241,7833000,11234609,5983000
"ISC",5,2,"Capital","Capital","SEA",0,4422876,8518900,4795516,387996
"ISC",5,2,"Capital","Capital","SEB",3315690,0,3347508,0,0
"ISC",5,2,"Capital","Capital","SEC",0,1933042,0,630000,0
"ISC",5,2,"Capital","Capital","VA",4099000,528578,911594,915536,0
"ISC","S",0,"CIFAR - Pan Canadian Artificial Intelligence","ICRA pour la stratégie pancanadienne en matière d'intelligence artificielle","ME",0,0,0,0,25000000
"ISC","S",0,"Canada Foundation for Sustainable Development Technology Grant","Subvention pour la Fondation du Canada pour l'appui technologique au développement durable","SA",0,0,27476242,0,0
"ISC","S",0,"Canadian Intellectual Property Office Revolving Fund","Fonds renouvelable de l'Office de la propriété intellectuelle du Canada","ME",8817682,8631168,18959066,28029265,24763447
"ISC","S",0,"Canadian Intellectual Property Office Revolving Fund","Fonds renouvelable de l'Office de la propriété intellectuelle du Canada","SA",163323342,163775002,157031083,0,0
"ISC","S",0,"Canadian Youth Business Foundation","Fondation canadienne des jeunes entrepreneurs","ME",9000000,0,0,0,0
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",50342452,51878033,57433499,53807656,55435603
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",2264752,-245665,-8336681,0,607304
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,51006,451349,0,44000
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",443587,0,288999,1505781,0
"ISC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,218839,48153,0
"ISC","S",0,"Grant and Contribution to Genome Canada","Subventions et Contributions à Génome Canada","ME",63700000,70800000,68000000,33100000,24700000
"ISC","S",0,"Grant and Contribution to Genome Canada","Subventions et Contributions à Génome Canada","SA",-16400000,-10900000,-6100000,0,0
"ISC","S",0,"Grant to Sustainable Development Technology Canada (SDTC) for the NextGen Biofuels Fund","Subvention à Technologies du développement durable Canada (TDDC) pour le Fonds de biocarburants ProGen","ME",0,0,0,800000,0
"ISC","S",0,"Liabilities under the Canada Small Business Financing Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada","ME",73552000,73454000,77908000,69029621,64946634
"ISC","S",0,"Liabilities under the Canada Small Business Financing Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada","SA",-7177409,-10754194,-14828422,0,0
"ISC","S",0,"Liabilities under the Small Business Loan Act","Obligations contractées en vertu de la Loi sur le financement des petites entreprises du Canada","SA",0,0,10644,0,0
"ISC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",358031,1021245,690349,0,0
"ISC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",84300,86100,87500,88400,90000
"ISC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,239,0,0,0
"ISC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SEA",0,0,0,0,254000
"ISC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",419008,375510,341500,0,0
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",146168159,368737000,351919000,331777000,250127000
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",253652000,58064000,0,0,0
"JCCB",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",33012000,0,15606000,0,0
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","ME",236861079,241797227,234999799,234300919,236419587
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,627474,0,5122201,2930431
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","SEB",11356519,0,4366915,-433790,0
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,5089448,0,50001,0
"JUS",1,1,"Operating and Program","Fonctionnement et Programme","VA",48245249,32253142,31141065,33224709,44452746
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","ME",317485223,354900159,365233777,350315319,391765319
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","SEA",0,1325371,0,40000000,2050000
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","SEB",38950000,0,16082500,0,0
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","SEC",0,2220000,2500001,4000000,0
"JUS",5,3,"Grants & Contributions","Subventions et Contributions","VA",0,0,0,0,12791977
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",76161272,77087388,78543454,71459018,69474097
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",144586,-4848060,-9199498,0,0
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,28579,0,771524,443709
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",1260292,0,629583,-53558,0
"JUS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,759697,0,0,0
"JUS","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",5852,9408,0,0,0
"JUS","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400,86000
"JUS","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,228,0,0,0
"JUS","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3937,3545,2832,0,0
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","ME",86431409,83183100,94905525,92746852,100003482
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,560000,1989884,0
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",1000001,7086016,1756001,2738908,0
"LAC",1,1,"Operating and Program","Fonctionnement et Programme","VA",6774191,3688379,4246305,11215003,4588042
"LAC",5,2,"Capital","Capital","ME",0,0,11937824,12153065,8818036
"LAC",5,2,"Capital","Capital","SEB",0,0,138588,0,0
"LAC",5,2,"Capital","Capital","SEC",0,0,-1300000,0,0
"LAC",5,2,"Capital","Capital","VA",0,0,465195,2244799,2837037
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",9433379,9828389,10015218,10319298,10909563
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",1553995,378886,89137,0,0
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,87164,0
"LAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,241666,0
"LAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",164970,57486,36662,0,0
"LP",1,1,"Operating and Program","Fonctionnement et Programme","ME",37117035,37754035,37899035,42510256,43089599
"LP",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,0,375000,0
"LP",1,1,"Operating and Program","Fonctionnement et Programme","SEC",200000,0,0,2380000,0
"LP",1,1,"Operating and Program","Fonctionnement et Programme","VA",0,0,0,-1510379,0
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",4852972,4985560,5172204,5247241,4996406
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-126442,-477368,-602390,0,0
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,21980,0
"LP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,373660,0
"MPCC",1,1,"Operating and Program","Fonctionnement et Programme","ME",5171097,5158208,4217527,4207948,4288506
"MPCC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",2381486,0,0,0,0
"MPCC",1,1,"Operating and Program","Fonctionnement et Programme","VA",187950,260138,279331,246165,210397
"MPCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",447423,456606,467784,430352,428892
"MPCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-101151,-81242,-96954,0,0
"MPCC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",0,287,376,0,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",34219186,34222719,79397056,140034681,35258623
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",0,20500000,38000000,0,150000
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",150001,0,17912375,0,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",600001,0,0,0,0
"NAC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",352207,174337,0,1289675,0
"NBC",1,1,"Operating and Program","Fonctionnement et Programme","ME",11940643,10759494,6461761,7520761,7470199
"NBC",1,1,"Operating and Program","Fonctionnement et Programme","VA",322001,597032,537975,415054,367422
"NBC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",360466,367342,375953,343166,341576
"NBC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",146123,118378,110469,0,0
"NBC","S",0,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques","ME",1850000,1850000,1850000,1850000,2000000
"NBC","S",0,"Expenditures pursuant to Paragraph 29.1(1) of Financial Administration Act","Dépenses aux termes du paragraphe 29.1(1) de la Loi sur la gestion des finances publiques","SA",312923,346075,351505,0,0
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",64736659,69056330,66412180,67590380,66146361
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",3041000,0,926000,0,0
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",0,1318001,0,0,0
"NCC",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",1003550,983140,496145,0,1970741
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",23630000,23665000,22380000,24304870,29041524
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEB",35000,0,19114,590000,0
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEC",0,-1000000,390000,0,0
"NCC",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","VA",0,0,0,0,11270000
"ND",1,1,"Operating and Program","Fonctionnement et Programme","ME",12513999319,13483693376,13765146779,14201614868,15237553800
"ND",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,111652445,0,0,5611249
"ND",1,1,"Operating and Program","Fonctionnement et Programme","SEB",881614659,0,178290762,320571973,0
"ND",1,1,"Operating and Program","Fonctionnement et Programme","SEC",142026509,211861594,77968835,724840344,0
"ND",1,1,"Operating and Program","Fonctionnement et Programme","VA",279739360,357344311,282769502,395832768,392863028
"ND",10,3,"Grants & Contributions","Subventions et Contributions","ME",178183820,168742820,164592820,164695408,176719317
"ND",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,0,0,13183114
"ND",10,3,"Grants & Contributions","Subventions et Contributions","SEB",581066,0,9500000,0,0
"ND",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,0,-11100000,12308014,0
"ND",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,-3190521,0,0,0
"ND",15,4,"Debt Forgiveness","Radiation de dettes","SEA",0,0,0,0,15381
"ND",20,4,"Debt Forgiveness","Radiation de dettes","SEA",0,0,0,0,174
"ND",5,2,"Capital","Capital","ME",4730059209,4020883722,3395930409,3102710864,3761023833
"ND",5,2,"Capital","Capital","SEA",0,108194584,0,0,301652924
"ND",5,2,"Capital","Capital","SEB",-6227688,0,46207136,666207731,0
"ND",5,2,"Capital","Capital","SEC",-1200500,-23610074,-37899772,33328079,0
"ND",5,2,"Capital","Capital","VA",112926761,0,100000000,80035373,0
"ND","S",0,"Collection Agency Fees","Honoraires - Agence de recouvrement","SA",28,0,0,0,0
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",272159658,283120971,301573636,273777210,276016331
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-5671490,-24128528,-45960684,0,0
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,0,0,-163853
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,65060,2854335,0
"ND","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,9476332,0
"ND","S",0,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires","ME",961624109,980000568,1009616089,916558484,924054674
"ND","S",0,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires","SA",363508304,286037030,201429825,0,0
"ND","S",0,"Contributions to employee benefit plans (Members of the Military)","Contributions aux régimes d'avantages sociaux des employés - Membres militaires","SEB",9221,0,5043600,66619353,0
